2.058862539780935696e-01 3.760869570692849351e+01 2.058718499935601742e-01 3.392613208136702241e+01 2.705341410773283073e+01
2.056730330532832163e-01 8.856563993133242718e+00 2.712531813980881878e+01 4.060668866409649524e+01 2.057561699081603412e-01
2.055776690654481931e-01 2.058205780346120672e-01 2.061536450954900568e-01 2.054984808086466885e-01 8.176949626995803300e+00
2.064153521362205035e-01 2.056265911623850196e-01 2.017624758553041175e+01 2.058607775161857278e-01 2.058496936547997702e-01
1.917768973790765585e+01 2.059919854986258791e-01 2.055094175364969022e-01 2.052741732415070963e-01 2.055346858157121315e-01
4.200051522730404230e+01 2.057110016906824601e-01 1.053824911959308821e+02 2.056727169057962767e-01 2.056098581686384152e-01
1.050987463386559639e+01 1.445293643938571648e+01 2.162582509107204487e+01 2.055409665876684056e-01 2.058228690889695456e-01
1.317640715717756450e+01 2.062208389108055595e-01 2.057337710224305116e-01 2.059381501987065655e-01 2.057000826904931690e-01
2.060836929544117291e-01 2.062182399764513896e-01 1.517690430184139139e+01 2.053914811064291857e-01 2.054022841213152262e-01
2.053497108343449729e-01 2.054511105138469851e-01 2.217772053117881370e+01 2.060077499603723827e-01 2.054708975126222081e-01
5.999600203018719924e+01 5.239093443735540490e+01 2.057584709849273052e-01 1.111826753099026988e+01 3.028903753048218306e+01
2.060139305142108523e-01 2.053053451509270488e-01 1.017773715245026978e+01 2.058605314776806861e-01 2.050830404069114155e-01
7.648793132351761415e+01 2.056886232238808454e-01 5.895421958011588082e+00 2.054406335596737354e-01 2.055174616872602611e-01
2.063010769478963169e-01 2.056891000473684561e-01 2.049703002931225759e-01 2.057294083504705440e-01 1.117731011436114308e+01
2.057770874582482423e-01 2.517679613779711900e+01 2.061519320759478691e-01 2.054430190830470737e-01 2.058318235856301803e-01
2.059913628205245484e-01 2.056825656800937707e-01 2.017784371467212878e+01 2.049211701982767697e-01 2.055611866289756562e-01
1.949519534595620769e+02 5.037611985056496877e+01 3.099615884243797481e+01 1.396807894228958844e+02 1.349949784245389992e+02
4.950073740121960952e+01 2.058849921999654775e-01 1.088201238312554153e+01 2.056173130021322071e-01 2.057479104527513980e-01
1.271772463550807117e+02 2.055522538279022926e-01 2.057123076798148820e-01 2.058166646421071000e-01 2.056724187694606854e-01
2.058472282655543495e-01 1.884215196471591369e+01 2.058974256472588804e-01 4.540179567058533650e+00 2.059238143127399279e-01
2.058946511645857180e-01 2.617800140986770074e+01 2.053857204979601114e-01 2.053767491760903618e-01 2.053414692936651187e-01
2.058151319512345756e-01 4.117710944459242484e+01 2.060007439083167413e-01 2.054528231449478382e-01 2.056218564030792006e-01
1.902931695045147720e+01 2.056515147797430831e-01 3.235384724927828870e+01 2.055740526113336297e-01 2.056102328791515887e-01
